frequency_hz,bias_v,vac_mag_v,dc_current_a,terminal_charge_C,dIdV_S,dQdV_F,dynamic_current_mag_a,ac_current_real_a,ac_current_imag_a,ac_current_mag_a,admittance_mag_s,phase_deg
1778279410.0389228,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,7.497382200646056e-09,-2.9276311913989595e-08,7.497382200646055e-09,3.022107177364451e-08,3.0221071773644517e-05,165.63580301002338
1995262314.9688828,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,8.412201188079953e-09,-2.9276311913989595e-08,8.412201188079953e-09,3.046091870108226e-08,3.0460918701082256e-05,163.96862261473655
2238721138.568338,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,9.438644974326587e-09,-2.9276311913989595e-08,9.438644974326587e-09,3.076020900833721e-08,3.0760209008337205e-05,162.13074593304432
2511886431.509582,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.0590333844798929e-08,-2.9276311913989595e-08,1.059033384479893e-08,3.1132902374007835e-08,3.113290237400783e-05,160.11305313936288
2818382931.264449,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.1882550011083036e-08,-2.9276311913989595e-08,1.1882550011083034e-08,3.159584520235372e-08,3.159584520235372e-05,157.90895107549252
3162277660.1683793,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.3332440396601187e-08,-2.9276311913989595e-08,1.3332440396601186e-08,3.216918410861756e-08,3.2169184108617555e-05,155.51546742724548
3548133892.3357606,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.4959244165867544e-08,-2.9276311913989595e-08,1.4959244165867544e-08,3.2876761174106726e-08,3.287676117410672e-05,152.93444375423948
3981071705.5349693,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.6784548016512324e-08,-2.9276311913989595e-08,1.6784548016512328e-08,3.3746458946144514e-08,3.3746458946144514e-05,150.17370701177245
4466835921.509635,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,1.8832572621644276e-08,-2.9276311913989595e-08,1.8832572621644276e-08,3.481046151424475e-08,3.481046151424474e-05,147.24803980912952
5011872336.272715,-1.0,0.001,0.0004907857469264556,-6.009654478538422e-16,-2.9276311913989594e-05,6.710112205909724e-16,2.1130494023466733e-08,-2.9276311913989595e-08,2.1130494023466733e-08,3.61054042625335e-08,3.6105404262533504e-05,144.17972599416336
